tipo_servico_Serviço,mix_receita,parcerias,investimento_externo,branding_reputacao,network_time,uso_tecnologia,roadmap_produto,eficiencia_operacional,escala_tecnologica,financas_unidade,experiencia_lideranca,treinamento,governanca_financeira,headcount,ticket_medio,clientes_ativos,nps,rotatividade_time,churn,faturamento_acumulado,anos_empresa,faturamento_mensal,canais_vendas
1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,-0.37040883839314914,3.391438385955596,-1.2305233047232313,-1.5160649839104887,1.5667462674858503,1.3461159863927135,2.435168254585423,0.7030855950169015,-0.14730319481221166,-0.014266012901875725
0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.9767449607742046,-0.4962487804502391,-1.653585505321118,1.6453839823493528,-0.21405667068468562,1.3805456050062928,2.691350606029897,-0.08897577715185319,-0.6950064893392768,-1.4192521320259965
1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.5949344715877081,-0.416841274538394,0.3313391145332289,-0.24528647786486604,1.0609150827136746,-0.5130834187405622,-0.6075151910572099,-0.020100875224135322,-0.6926625925658398,-1.4192521320259965
1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,-1.5621218145796545,2.3574428226212962,-1.3394098055328514,0.3746054763037303,0.6174466467490278,0.08943490699707352,-0.3171493786639354,-0.46778773775430116,-0.7099094476120309,1.3907201062222452
1.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.3722528714042382,0.24890139360589716,-0.6625102845762326,0.31261628088687066,-1.6068247273861556,-0.1687872326047703,-0.6078323531883278,-0.7777247964290313,-0.7104503468674395,0.6882270466601846
0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,-1.6312066247933648,-0.42471046922263606,0.037969752479284566,-0.8031892366166028,0.4026416230786517,-0.3151131117124817,-0.717531821834056,1.5984593200772328,-0.7306311706020585,-0.7167590724639361
1.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,-0.3013240281794387,-0.34033217387360204,1.574171021863414,-1.113135213700901,-1.489028424083046,-1.6492608329886749,-0.6493075859301746,-1.0876618551037616,-0.6977146280355477,1.3907201062222452
1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,-0.5776632690342804,-0.40567386086475654,1.3411400392390043,-0.6172216503660238,-1.2950109833485128,-1.1156017444781976,1.0760625397140464,-1.3975989137784914,1.8326448705385898,-0.014266012901875725
0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,-1.5448506120262269,-0.41156647025067095,1.04777067718506,0.5295784648458794,1.040127499777832,0.5284125443202082,0.05243654764406124,0.6342106930891837,-0.09935074567111242,1.3907201062222452
0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.2168120484233897,-0.4655872698333524,1.0290449732241698,1.0874812235976161,0.5550838979414993,0.9759975862967375,-0.7203846175763672,0.32427363441445367,2.8035918157699484,-0.014266012901875725
1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0285585684344876,2.4873764236442497,0.3181617673014914,1.3664326029734846,-0.1655523105010523,1.2600419398587654,2.7420355542912533,-0.4333502867904422,-0.6997762373187884,-0.014266012901875725
0.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,-0.3013240281794387,-0.44373730218339236,0.9118359373208209,-0.30727567328172567,1.234144940512365,1.6645899585683213,2.1156527287031373,0.530898340197607,-0.1494649706242316,-0.014266012901875725
0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.5985082526975987,-0.4718034448640475,1.4874779479704043,0.002670303802572494,1.6360382106053264,0.8813161351093947,-0.7132383041732919,1.219647359474785,-0.714214787139929,0.6882270466601846
0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.2185417965221912,-0.46372798930050424,1.3446077621947246,0.15764329234472158,-1.6137539216981032,1.0362494188705011,-0.6177177940874222,0.3587110853783125,2.8991361145485413,-0.7167590724639361
1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,-0.5258496613739977,-0.4332160422596038,-1.4718768224413699,-0.4622486618238748,-1.3989488980277272,-0.977883270023881,0.43882171662197433,-1.1220993060676203,-0.49150816947113596,-0.014266012901875725
1.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.7176769224727905,-0.47785734830249615,0.7412239678993781,-1.0821406159924711,-1.6553290875697886,-1.64065342833528,-0.7161718690597166,1.5984593200772328,0.659638361034285,-0.014266012901875725
1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,-0.9058161175494052,-0.4681630869753373,-1.5592634409255235,1.5524001892240635,-1.0247724051825562,0.6833458280813146,0.07957886142090898,1.6328967710410915,-0.6838843622255398,-1.4192521320259965
0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.5985082526975987,-0.4901430674070371,1.402865507850827,1.118475821306046,-0.8446133530719182,1.3547233910461083,-0.5865950585997604,-1.3287240118507737,-0.7183471117544811,0.6882270466601846
1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.42406647906452105,-0.38438988870823443,0.876465163172473,1.2424542121397653,-1.5652495615144697,1.4752270561936356,-0.5803641904387756,1.7362091239326685,-0.6145418061660126,-1.4192521320259965
0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.7503752945685566,-0.4945331982551031,-0.05496522273402168,-0.8651784320334625,-0.15169392187715705,0.03779047907670471,-0.7041888331570919,-0.571100090645878,0.8876592683572265,-0.7167590724639361
0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,-1.2512401686179573,-0.49035128336576306,1.7003961374516359,1.4284217983903442,-0.43579088866700916,-1.1930683863587508,-0.7312958450883432,-0.536662639682019,-0.5479510978334963,0.6882270466601846
0.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,-1.0785281430836813,-0.4450393850802135,1.0803672729688314,-0.24528647786486604,1.5043835186783217,0.9157457537229738,-0.7057293613405817,1.116335006583208,0.4631972284210534,-0.014266012901875725
0.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.00955761778225833,-0.4552849788051255,-1.0578307015283563,-1.5470595816189185,-1.6969042534414742,1.4235826282732666,0.9271225745312197,-0.4333502867904422,-0.4811800897491772,1.3907201062222452
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,-1.1303417507439641,-0.0812724196300787,-0.35873775365512717,-0.8651784320334625,1.005481528218094,1.1223234654044492,-0.6483220914761412,1.322959712366362,-0.034812540573765885,-1.4192521320259965
0.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.493037004365944,-0.4204757671888303,0.13229181687487895,-1.113135213700901,-0.27641941949221416,1.28586415381895,-0.6963886038916067,0.5653357911614658,0.03112253229764913,-0.7167590724639361
0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,-0.819460104782267,-0.3020077294517746,0.48946728131407835,-0.772194638908173,1.123277831521203,-0.7971277723025902,-0.29345758926112137,0.5997732421253249,2.8529119933312894,-0.014266012901875725
1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,-0.1458832051985902,-0.1868613716572102,1.600525716326889,1.3354380052650547,-0.5258704147223282,-0.46143899082019335,-0.6038120089714989,1.116335006583208,0.9331166603269127,1.3907201062222452
1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.1130705481905365,-0.20671129305574681,-1.6515048715476857,0.06465949921943213,1.7053301537248027,-1.2447128142791197,1.5641704388442201,-0.12341322811571227,-0.5877754884665544,-1.4192521320259965
1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,-1.4412233967056611,0.22739160977582723,-0.819944906765938,0.7155460510964583,1.268790912072103,1.217004916591792,-0.03691889248518156,-0.7432873454651724,-0.5399851269811162,-0.014266012901875725
1.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,-1.1994265609576746,0.17357120583417307,-1.1958460751660274,1.3354380052650547,0.23634095959190893,0.09804231165046833,-0.5142427246780932,1.6328967710410915,-0.7110367763632022,-0.014266012901875725
1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,-1.2857825737248125,0.22729092318545746,-0.2463835298897868,-0.431254064115445,1.2202865518884698,-1.6492608329886749,-0.6028231876419643,-0.22672558100728893,0.8897700503000496,-0.014266012901875725
0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.4776098348236053,-0.4852788297984919,0.894497322542219,-0.586227052657594,1.497454324366374,-0.2978983024056921,-0.7066679098847642,0.1520863795951592,-0.7100205413984952,-0.014266012901875725
0.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,-1.0094433328699708,-0.47828942085534526,1.412575132126844,-0.4622486618238748,0.6590218126207131,0.14968673957083714,-0.7355036032917419,-1.4320363647423504,-0.5497522741419105,-0.014266012901875725
0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,-1.4412233967056611,-0.48376266570467086,-0.22141592460860002,-0.3692648686985853,1.123277831521203,0.37347926055910174,1.5878932790850457,1.7362091239326685,-0.7207693205413274,0.6882270466601846
0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,-0.6294768766945633,-0.49167878229510475,0.9083682143651005,-1.3610919953683396,-0.830754964448023,0.8985309444161842,-0.5713226669584952,-1.0187869531760436,1.850545539836268,-0.014266012901875725
0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.3048978092893293,-0.49042753146332463,-0.32406052409792335,0.3436108785953005,-0.8861885189436038,-1.4426831213071998,-0.3628368054431824,0.5997732421253249,-0.5799515719640795,-0.7167590724639361
0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.3894097890453783,-0.0674754241302784,1.5977515379623126,0.9944974304723266,0.08389868472906173,1.1997901072850023,-0.7023786432315852,1.5984593200772328,-0.713968923842016,-0.7167590724639361
0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,0.2513544535302449,-0.4059505046033454,1.6879123348110425,0.6845514533880285,-1.0386307938064514,-1.64065342833528,-0.336648565629523,1.5984593200772328,-0.7149469134048254,-1.4192521320259965
1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,-0.7849176996754118,-0.47218957305041714,-0.9537990128567447,-1.29910279995148,-1.1702854857334557,-0.7368759397288267,-0.4856436090845368,-1.6730985214893628,-0.7105687254923605,-0.7167590724639361
0.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,-0.5603920664808528,-0.4906650736134203,-1.6619080404148467,1.6453839823493528,-1.683045864817579,0.4767681163998394,-0.6549680797691138,0.9097103008000548,-0.3153735240559012,-1.4192521320259965
1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,1.3567114169496122,-0.2032683981889269,-1.271442435600732,1.614389384640923,1.6984009594128548,1.0018198002569219,-0.6818784363929585,1.116335006583208,0.22367538238462756,-0.7167590724639361
0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,-0.6640192818014186,-0.4962390050531158,-0.901089623929795,-0.6172216503660238,-0.9901264336228182,-0.2978983024056921,2.2507680475669876,-0.50222518871816,-0.7323558561066776,-1.4192521320259965
0.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.6848642654647368,-0.47114849325678765,1.0117063584455679,-0.6482162480744537,1.303436883631841,0.41651628382607575,-0.6878444482987613,1.4607095162217971,-0.29490859162147154,0.6882270466601846
0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.6658633148125076,-0.2706179517492035,1.7385410899645601,-0.8031892366166028,-1.3989488980277272,-1.391038693386831,-0.40465988150132515,-0.22672558100728893,-0.408295280990089,-1.4192521320259965
0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.3567114169496122,-0.39271754951755844,0.02271177147411488,1.6453839823493528,-1.6622582818817362,1.458012246886846,1.0888577028918065,1.6328967710410915,-0.7216161830119164,-0.014266012901875725
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.633050657804454,-0.4761505639647711,0.006066701286657048,1.3974272006819144,-1.4128072866516224,-1.7181200702158332,0.013879724022466991,-1.604223619561645,-0.6264543382522993,-1.4192521320259965
1.0,0.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.00955761778225833,1.0968486662707555,0.6711759641938264,1.1804650167229056,0.6313050353729227,-0.5905500606211151,-0.14860487545798198,-1.4320363647423504,-0.7251839326460757,-0.014266012901875725
0.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.3739826195030398,-0.4661014557220371,1.5429615152619305,-0.3382702709901555,0.3056329027113851,-1.1758535770519611,-0.7007384936094749,-0.7777247964290313,-0.4857932137018701,-1.4192521320259965
0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.9076601505604942,-0.49552442352340387,0.9021263130448038,1.614389384640923,1.199498968952627,0.8382791118424207,-0.16158893123364576,0.9441477517639139,-0.6806280394354037,-1.4192521320259965
0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.8885449149959775,-0.4130816568047797,1.365414099929047,-1.1751244091177606,-1.3643029264679891,-1.477112739920779,-0.5358881159948126,-0.33003793389886554,-0.6223675438781016,1.3907201062222452
1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,-0.007713584771169283,-0.4822416139122882,1.1081090566145946,1.304443407556625,-0.11011875600547155,-0.9176314374501174,2.0185063006292463,1.0818975556193493,-0.6452219033263225,-0.014266012901875725
1.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,-0.5949344715877081,2.2471352864027563,-0.25817378793923607,-1.609048777035778,0.2848453197755422,-0.3065057070590869,2.3357824696463654,0.1520863795951592,2.12993002190765,0.6882270466601846
1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,-0.9403585226562603,-0.47297747005855373,-0.27273822435326167,0.9635028327638969,0.7213845614282417,-1.2188906003189353,-0.6539299097863108,-0.2956004829350068,-0.6714473217703721,0.6882270466601846
1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.02682882033568594,-0.31906481989218954,-0.1014327103406748,0.09565409692786195,-1.0247724051825562,-1.4254683120004104,-0.7238390233051524,0.9097103008000548,0.7925374902091211,-1.4192521320259965
1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,-1.3375961813850954,1.1817509229055974,-0.18188388291338767,0.40560007401216014,-0.976268044998923,1.165360488671423,-0.7277015257620894,-1.7075359724532215,-0.5948964180579595,-0.7167590724639361
1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,-0.6294768766945633,-0.4136945742044095,1.3196401569135379,0.8395244419301776,-0.17248150481299993,1.4752270561936356,1.4760368861560151,-1.3975989137784914,1.9426495736536937,-0.014266012901875725
1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.132185783755053,-0.34804984990243326,-0.23251263806690525,-1.2371136045346203,-1.3989488980277272,-0.8315573909161695,2.1922325972547942,1.4262720652579384,-0.5859196758697149,1.3907201062222452
0.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,-1.3894097890453783,-0.4770098213719076,0.1607271451117861,-0.3382702709901555,-1.3227277605963035,-0.556120442007536,-0.674135688143078,0.9785852027277726,-0.26676179703447234,-1.4192521320259965
1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,-0.5258496613739977,-0.46603302794217416,-1.2270555817675108,1.6453839823493528,0.23634095959190893,-0.9606684607170914,0.8456514596870768,0.1520863795951592,-0.6455442574280306,1.3907201062222452
1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,-0.19769681285887303,0.35591071083504167,1.501348839793286,-1.0201514205756115,1.1371362201450983,1.5526936980741888,-0.7347184606734498,1.219647359474785,-0.7253533051401935,0.6882270466601846
1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,-1.6484778273467924,-0.341046755403314,-0.8358964323622518,0.5605730625543093,-1.2257190402290368,0.6489162094677354,-0.733956236530833,1.5984593200772328,-0.5961020588225401,0.6882270466601846
0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.268511371171385,-0.4979526321688271,-0.12986803857758195,-0.3692648686985853,1.3935164096871602,1.6559825539149264,-0.4149269889509782,0.4964608892337482,1.3525539829375903,-1.4192521320259965
1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.01128736588106,-0.45337193358809913,-0.7991385690316157,0.9635028327638969,0.3333496799591755,-0.1343576139911911,-0.7228176725262724,-1.6386610705255038,-0.7108218736287302,-0.7167590724639361
1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.6830202324536476,0.2812589356236732,-0.8317351648153873,0.43659467172058997,1.448949964182741,1.0706790374840802,-0.6691954628501567,-0.6055375416097367,-0.7096453722179762,1.3907201062222452
0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.581237050144171,-0.46198308091399837,1.2814952044006136,-1.6400433747442078,0.17397821078438075,-0.1687872326047703,0.1734048829181483,1.4951469671856565,0.08702638261421512,-1.4192521320259965
1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,-1.1476129532973918,0.569940098230166,0.9437389885134484,-0.6482162480744537,-1.6969042534414742,-0.6594092978482735,1.3066870942523454,1.564021869113374,-0.5976792263484114,-0.014266012901875725
1.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.4413376816179486,-0.22100390118969757,-0.9607344587681855,1.5833947869324931,1.1509946087689935,0.5370199489736031,1.0351454827507407,0.25539873248673584,-0.5999429898988249,0.6882270466601846
0.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,-0.5949344715877081,-0.4844977755683417,0.4929350042697987,-0.3382702709901555,-0.5258704147223282,0.33044223729212774,0.5393835520507196,0.22096128152287675,1.5116075033815237,-0.7167590724639361
0.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,-1.2512401686179573,-0.46588150928676325,0.42704826811111146,-0.7412000411997431,-0.7753214099524423,1.2428271305519758,-0.15548023333412314,-0.39891283582658343,-0.053820505316859425,0.6882270466601846
1.0,2.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.01128736588106,1.3014760767127074,0.7918527230528957,-0.9581622251587519,-0.28334861380416176,-0.59915746527451,2.454366728970982,-0.2956004829350068,-0.7090079488530167,0.6882270466601846
1.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.182155358404247,-0.47032833743814423,-0.7686226070212764,0.002670303802572494,0.0076775472976379384,0.7694198746152622,2.5692047416547887,-1.5697861685977859,-0.6810851630485604,0.6882270466601846
1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.6503218603578815,-0.38950535402284797,0.8293041309746758,0.8085298442217478,0.3887832344547565,-1.434075716653805,-0.21030603263601994,-0.9499120512483258,-0.7218201584887035,-1.4192521320259965
1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.2686256560836725,-0.45890480835987685,-0.32614115787135556,0.2816216831784409,0.4234292060144946,0.029183074423309904,0.6983891638889577,-1.4320363647423504,-0.7316546904052221,-0.014266012901875725
1.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,-0.7503752945685566,0.13999271671569907,0.19401728548670177,1.3664326029734846,0.596659063813185,0.7177754466948933,0.6135922825020774,-1.0532244041399026,-0.5618979210588111,-0.7167590724639361
1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.4776098348236053,-0.4647759118721201,-1.4940702493579803,-0.3692648686985853,-1.3019401776604604,-0.6077648699279048,-0.5628173249131643,-0.9843495022121846,-0.7004810454394722,1.3907201062222452
0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.322169011842757,-0.4848682631193141,1.6164772419232025,-0.8961730297418923,-1.0178432108706086,-0.43561677686000894,-0.7232006328617482,1.116335006583208,-0.7035461412201205,-0.014266012901875725
0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.2876266067359017,-0.46720314297783105,-1.6244566324930667,-1.485070386202059,0.25712854252775175,1.1395382747112386,1.6040145784583766,1.4607095162217971,0.018995097476890304,0.6882270466601846
1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.07864242799596878,0.004386452742105235,1.1698345252264173,-0.3382702709901555,-0.5258704147223282,0.4251236884794706,-0.6417875535124602,0.4620234382698891,-0.7295930811219815,-1.4192521320259965
0.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,-0.6985616869082738,-0.4733225415770056,-0.9246701400286935,-1.3610919953683396,0.0076775472976379384,0.993212395603527,0.6188404286052799,1.4607095162217971,1.4346031184751826,0.6882270466601846
0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.45860888417137624,-0.4445359521283645,-1.4933767047668363,-0.8031892366166028,1.088631859961465,0.18411635818441635,2.120907528557342,1.3573971633302206,2.787991334214967,0.6882270466601846
1.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.5985082526975987,-0.4184219562532287,-0.5251884555297055,-1.2061190068261904,-0.10318956169352393,0.48537552105323417,1.5933735671676679,-0.33003793389886554,-0.5060869524325677,-0.014266012901875725
0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,-0.733104092015129,-0.4675120455269267,0.3993064844653484,-0.09031348932271696,-1.3989488980277272,0.8296717071890258,-0.6363410886641007,-0.39891283582658343,1.047776375215835,-0.7167590724639361
1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,-1.5103082069193716,2.3829693171293225,-1.3401033501239954,-1.485070386202059,1.3865872153752126,1.3116863677791342,-0.6372389753966013,1.5984593200772328,-0.1255834489536188,0.6882270466601846
0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.9249313531139218,-0.41518043456714837,-0.7852676772087341,1.5833947869324931,0.9639063623464084,-1.4512905259605946,1.9681821335333576,-1.3975989137784914,-0.7169884893823102,-0.7167590724639361
1.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,-0.3531376358397215,-0.4814292784113434,0.20095273139814254,0.25062708547001106,0.7005969784923989,-0.6249796792346943,-0.7132704639698039,0.014336575739723459,2.264391748931444,-0.7167590724639361
0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.322169011842757,-0.43153662903382395,1.3328175041452752,0.1886378900531514,-1.385090509403832,0.29601261867854856,-0.6341985808413035,0.9785852027277726,-0.6749221897142087,0.6882270466601846
1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,-0.37040883839314914,0.3478225472552379,-0.24846416366321902,-1.3610919953683396,-1.1633562914215083,-0.7110537257686423,-0.23214697030164538,0.42758598730603037,-0.7101425624426446,-0.014266012901875725
1.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.2358129990756188,-0.4294065700006608,1.5991386271446006,1.1494704190144758,0.8668976419791417,-1.0897795305180131,2.6149215558342966,1.116335006583208,-0.7239145495449991,-1.4192521320259965
0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,-0.8367313073356947,-0.17235077216741027,0.9707872275680673,-0.772194638908173,-1.2257190402290368,0.31322742798533815,-0.7155782066091625,1.4262720652579384,-0.6897450147639393,-0.7167590724639361
1.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.9249313531139218,-0.4587523121647537,1.3307368703718432,0.49858386713744957,-0.8376841587599706,-0.9090240327967226,-0.7286271364571003,0.11764892863130011,-0.7293180784702419,-1.4192521320259965
0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,-1.3894097890453783,-0.43244183080743986,-0.2519318866189394,0.3436108785953005,1.088631859961465,-1.0725647212112237,1.7571432647236782,1.667334222004951,-0.7040833980563007,-0.014266012901875725
